batch_size,prefix_length,branching_factor,depth,effective_depth,num_tree_nodes,num_heads,head_dim,flashinfer_tree_ms,flashinfer_cascade_ms,deft_ms,ragged_ms,speedup_vs_tree,speedup_vs_cascade,speedup_vs_deft,bw_gb_s,bw_util_pct
2,1024,6,10,3,52,32,128,0.0819,0.0481,nan,0.0582,1.4066,0.8264,nan,146.2857,50.7937
2,1024,6,16,3,82,32,128,0.1596,0.1048,nan,0.1096,1.4568,0.9562,nan,122.6168,42.5753
2,1024,6,24,4,124,32,128,0.1741,0.1114,nan,0.1217,1.4301,0.9152,nan,200.2776,69.5408
2,1024,6,32,4,165,32,128,0.3944,0.1505,nan,0.1331,2.9627,1.1308,nan,243.6923,84.6154
2,1024,6,36,4,186,32,128,0.3993,0.1505,nan,0.1403,2.8461,1.073,nan,260.6715,90.511
2,1024,10,6,2,56,32,128,0.0805,0.0481,nan,0.0573,1.4043,0.8393,nan,128.0,44.4444
2,1024,10,10,3,87,32,128,0.1678,0.1064,nan,0.1112,1.5082,0.9566,nan,128.1473,44.4956
2,1024,10,16,3,137,32,128,0.356,0.1402,nan,0.1266,2.8123,1.108,nan,177.3328,61.5739
2,1024,10,24,3,206,32,128,0.4137,0.1966,nan,0.1884,2.1957,1.0433,nan,179.1304,62.1981
2,1024,10,32,3,274,32,128,0.512,0.258,nan,0.2601,1.9685,0.9921,nan,172.5984,59.93
2,1024,10,36,4,310,32,128,0.5222,0.2734,nan,0.2765,1.8889,0.9889,nan,220.4445,76.5432
2,1024,16,6,2,82,32,128,0.1577,0.1044,nan,0.1084,1.455,0.9637,nan,99.165,34.4323
2,1024,16,10,2,144,32,128,0.3564,0.1403,nan,0.126,2.8293,1.1138,nan,149.8537,52.0325
2,1024,16,16,3,228,32,128,0.4291,0.2056,nan,0.2068,2.0743,0.9937,nan,180.5941,62.7063
2,1024,16,24,3,341,32,128,0.5231,0.2896,nan,0.2916,1.7936,0.9929,nan,191.5751,66.5191
2,1024,16,32,3,449,32,128,0.8078,0.4915,nan,0.4298,1.8793,1.1435,nan,171.1431,59.4247
2,1024,16,36,3,497,32,128,0.8436,0.5261,nan,0.4566,1.8475,1.1523,nan,178.3397,61.9235
2,1024,24,6,2,134,32,128,0.3487,0.1382,nan,0.1249,2.7914,1.1066,nan,140.5902,48.816
2,1024,24,10,2,213,32,128,0.4157,0.1976,nan,0.2015,2.063,0.9807,nan,138.5388,48.1037
2,1024,24,16,3,339,32,128,0.5345,0.2888,nan,0.2908,1.838,0.993,nan,190.9859,66.3146
2,1024,24,24,3,500,32,128,0.8429,0.5314,nan,0.4591,1.836,1.1575,nan,178.4407,61.9586
2,1024,24,32,3,666,32,128,1.239,0.82,nan,0.6267,1.977,1.3084,nan,174.1176,60.4575
2,1024,24,36,3,753,32,128,1.3389,0.9562,nan,0.6808,1.9666,1.4045,nan,181.2155,62.9221
2,1024,32,6,2,177,32,128,0.3968,0.1526,nan,0.1341,2.958,1.1373,nan,172.9466,60.0509
2,1024,32,10,2,277,32,128,0.5151,0.2597,nan,0.2632,1.9572,0.987,nan,137.9611,47.9032
2,1024,32,16,2,439,32,128,0.7999,0.4372,nan,0.3901,2.0504,1.1207,nan,147.4856,51.2103
2,1024,32,24,3,667,32,128,1.2458,0.8375,nan,0.6276,1.9849,1.3344,nan,174.1124,60.4557
2,1024,32,32,3,878,32,128,1.706,1.2994,nan,0.8267,2.0636,1.5718,nan,174.0094,60.4199
2,1024,32,36,3,1000,32,128,2.0696,1.6364,nan,0.9445,2.1911,1.7325,nan,173.4623,60.23
2,1024,36,6,2,205,32,128,0.4117,0.1995,nan,0.1864,2.2092,1.0705,nan,144.1758,50.061
2,1024,36,10,2,333,32,128,0.5326,0.2857,nan,0.2867,1.8575,0.9964,nan,152.2286,52.8571
2,1024,36,16,2,504,32,128,0.8366,0.5293,nan,0.4598,1.8196,1.1513,nan,143.6793,49.8886
2,1024,36,24,3,760,32,128,1.3113,0.9544,nan,0.6838,1.9178,1.3958,nan,182.1083,63.2321
2,1024,36,32,3,1008,32,128,2.0962,1.6404,nan,0.964,2.1746,1.7018,nan,171.3267,59.4884
2,1024,36,36,3,1129,32,128,2.3948,1.9388,nan,1.0827,2.2119,1.7907,nan,170.8432,59.3206
4,1024,6,6,3,31,32,128,0.2465,0.0518,nan,0.06,4.1069,0.8635,nan,169.2111,58.7539
4,1024,6,10,3,52,32,128,0.2538,0.1022,nan,0.1175,2.1604,0.8697,nan,145.0306,50.3579
4,1024,6,16,3,82,32,128,0.3584,0.126,nan,0.1321,2.7132,0.9535,nan,203.4109,70.6288
4,1024,6,24,4,124,32,128,0.4049,0.1792,nan,0.2181,1.8564,0.8216,nan,223.5493,77.6213
4,1024,6,32,4,165,32,128,0.6205,0.2703,nan,0.2877,2.1566,0.9395,nan,225.4804,78.2918
4,1024,6,36,4,186,32,128,0.6425,0.2792,nan,0.31,2.0727,0.9006,nan,235.9418,81.9242
4,1024,10,6,2,56,32,128,0.255,0.1014,nan,0.1167,2.1842,0.8684,nan,125.7544,43.6647
4,1024,10,10,3,87,32,128,0.3693,0.127,nan,0.133,2.7767,0.9546,nan,214.3342,74.4216
4,1024,10,16,3,137,32,128,0.5734,0.2457,nan,0.2642,2.1705,0.9301,nan,169.9225,59.0009
4,1024,10,24,3,206,32,128,0.6615,0.3338,nan,0.3686,1.7944,0.9056,nan,183.1111,63.5802
4,1024,10,32,3,274,32,128,0.943,0.4874,nan,0.4945,1.9069,0.9856,nan,181.5556,63.0401
4,1024,10,36,4,310,32,128,0.9789,0.562,nan,0.5754,1.7012,0.9766,nan,211.8385,73.555
4,1024,16,6,2,82,32,128,0.3572,0.1256,nan,0.1294,2.7604,0.9711,nan,166.1293,57.6838
4,1024,16,10,2,144,32,128,0.571,0.2486,nan,0.2652,2.1529,0.9374,nan,142.3321,49.4209
4,1024,16,16,3,228,32,128,0.6948,0.3994,nan,0.4342,1.6002,0.9198,nan,172.0755,59.7484
