batch_size,prefix_length,branching_factor,depth,effective_depth,num_tree_nodes,num_heads,head_dim,flashinfer_tree_ms,flashinfer_cascade_ms,deft_ms,ragged_ms,speedup_vs_tree,speedup_vs_cascade,speedup_vs_deft,bw_gb_s,bw_util_pct
1,0,6,6,3,31,32,128,0.0102,nan,nan,0.0082,1.248,nan,nan,310.0,107.6389
1,0,6,10,3,52,32,128,0.0082,nan,nan,0.0082,1.0,nan,nan,520.0,180.5556
1,0,6,16,3,82,32,128,0.0154,nan,nan,0.0089,1.7329,nan,nan,757.8339,263.1368
1,0,6,24,4,124,32,128,0.0203,nan,nan,0.0102,1.9781,nan,nan,1190.4,413.3333
1,0,6,32,4,165,32,128,0.0317,nan,nan,0.0121,2.6209,nan,nan,1339.181,464.9934
1,0,6,36,4,186,32,128,0.0328,nan,nan,0.0123,2.6667,nan,nan,1487.9999,516.6666
1,0,10,6,2,56,32,128,0.0083,nan,nan,0.0079,1.0424,nan,nan,463.3859,160.8979
1,0,10,10,3,87,32,128,0.0154,nan,nan,0.0102,1.5,nan,nan,696.0,241.6667
1,0,10,16,3,137,32,128,0.0266,nan,nan,0.0101,2.6413,nan,nan,1113.3968,386.5961
1,0,10,24,3,206,32,128,0.0348,nan,nan,0.0143,2.4334,nan,nan,1181.0974,410.1033
1,0,10,32,3,274,32,128,0.0459,nan,nan,0.0154,2.9885,nan,nan,1461.3334,507.4074
1,0,10,36,4,310,32,128,0.0488,nan,nan,0.0174,2.8033,nan,nan,1750.5882,607.8431
1,0,16,6,2,82,32,128,0.0154,nan,nan,0.0082,1.875,nan,nan,656.0,227.7778
1,0,16,10,2,144,32,128,0.0266,nan,nan,0.0102,2.6,nan,nan,921.6,320.0
1,0,16,16,3,228,32,128,0.0379,nan,nan,0.0164,2.3125,nan,nan,1140.0,395.8333
1,0,16,24,3,341,32,128,0.0553,nan,nan,0.0172,3.2149,nan,nan,1624.1116,563.9276
1,0,16,32,3,449,32,128,0.1354,nan,nan,0.0223,6.0725,nan,nan,1649.1248,572.6128
1,0,16,36,3,497,32,128,0.1423,nan,nan,0.0225,6.3182,nan,nan,1807.2727,627.5252
1,0,24,6,2,134,32,128,0.0266,nan,nan,0.0092,2.9056,nan,nan,959.5525,333.1779
1,0,24,10,2,213,32,128,0.0348,nan,nan,0.0154,2.2667,nan,nan,908.8,315.5556
1,0,24,16,3,339,32,128,0.0541,nan,nan,0.0168,3.2148,nan,nan,1649.886,572.8771
1,0,24,24,3,500,32,128,0.1512,nan,nan,0.0227,6.6744,nan,nan,1807.9096,627.7464
1,0,24,32,3,666,32,128,0.1987,nan,nan,0.0287,6.9286,nan,nan,1902.8571,660.7143
1,0,24,36,3,753,32,128,0.2497,nan,nan,0.0307,8.1297,nan,nan,2008.0001,697.2222
1,0,32,6,2,177,32,128,0.0317,nan,nan,0.0102,3.1,nan,nan,1132.8,393.3333
1,0,32,10,2,277,32,128,0.046,nan,nan,0.0143,3.2065,nan,nan,1266.2857,439.6825
1,0,32,16,2,439,32,128,0.126,nan,nan,0.0195,6.4737,nan,nan,1478.7369,513.4503
1,0,32,24,3,667,32,128,0.2004,nan,nan,0.0276,7.2465,nan,nan,1976.2963,686.214
1,0,32,32,3,878,32,128,0.4403,nan,nan,0.0337,13.0469,nan,nan,2131.5126,740.1085
1,0,32,36,3,1000,32,128,0.5171,nan,nan,0.0379,13.6486,nan,nan,2162.1621,750.7507
1,0,36,6,2,205,32,128,0.0348,nan,nan,0.0145,2.4044,nan,nan,927.8232,322.1608
1,0,36,10,2,333,32,128,0.0553,nan,nan,0.0153,3.6038,nan,nan,1422.2815,493.8478
1,0,36,16,2,504,32,128,0.1451,nan,nan,0.0205,7.0852,nan,nan,1612.8,560.0
1,0,36,24,3,760,32,128,0.2488,nan,nan,0.0287,8.6769,nan,nan,2171.4285,753.9682
1,0,36,32,3,1008,32,128,0.513,nan,nan,0.0376,13.6327,nan,nan,2194.2857,761.9048
1,0,36,36,3,1129,32,128,0.6461,nan,nan,0.0403,16.019,nan,nan,2292.9313,796.1567
2,0,6,6,3,31,32,128,0.0092,nan,nan,0.0082,1.125,nan,nan,620.0,215.2778
2,0,6,10,3,52,32,128,0.0114,nan,nan,0.0092,1.2361,nan,nan,924.4444,320.9876
2,0,6,16,3,82,32,128,0.0202,nan,nan,0.0113,1.7912,nan,nan,1192.7273,414.1414
2,0,6,24,4,124,32,128,0.0251,nan,nan,0.0174,1.4412,nan,nan,1400.4706,486.2745
2,0,6,32,4,165,32,128,0.0563,nan,nan,0.0193,2.9163,nan,nan,1679.8012,583.2643
2,0,6,36,4,186,32,128,0.056,nan,nan,0.0205,2.7336,nan,nan,1785.6,620.0
2,0,10,6,2,56,32,128,0.0107,nan,nan,0.0086,1.2454,nan,nan,852.6989,296.076
