context_length,depth,total_token,top_k,label,vanilla_tok_s,vanilla_acc,vanilla_verify,ragged_tok_s,ragged_acc,ragged_verify,e2e_speedup
0,6,31,6,b=6 d=6 tt=31,61.3,4.711,0.7249,60.9,4.643,0.7221,0.9935
0,24,123,6,b=6 d=24 tt=123,40.0,5.385,0.475,40.6,5.409,0.4696,1.015
0,6,123,24,b=24 d=6 tt=123,61.8,5.355,0.7341,60.6,5.361,0.7363,0.9806
0,24,494,24,b=24 d=24 tt=494,,,,,,,
