label,tree_size,vanilla_tok_s,ragged_tok_s,speedup,v_acc_per_step,r_acc_per_step
4,4,48.92882570737373,47.82405232944132,0.9774208074287399,2.3298810893747604,2.3408829174664105
8,8,54.13546915457129,55.38222035888725,1.0230302096534187,2.6360103626943006,2.7822727272727272
16,16,59.89808857762639,57.974719267745975,0.9678893040570439,3.007843137254902,2.99317738791423
32,32,63.11987757180649,63.675870142362115,1.0088085178860355,3.3698030634573306,3.5042881646655233
64,64,64.14696359949477,64.90517324468118,1.011819883633469,3.659549228944247,3.814070351758794
128,128,61.37710255214292,60.958447346967205,0.9931789675991947,4.026692708333333,4.087788778877888
256,256,47.75159561045364,47.04755746321542,0.985256238284023,4.230286113049546,4.201507882111035
512,512,27.42293154713819,28.537317536026727,1.0406370116547525,4.519005847953216,4.45506419400856
1024,1024,11.628241038718745,16.16827331341377,1.3904315587867508,4.731284475965327,4.8548644338118025
