e2e_summary.csv__n_groups,e2e_summary.csv__e2e_speedup__mean,e2e_summary.csv__e2e_speedup__median,e2e_summary.csv__e2e_speedup__std,e2e_summary.csv__e2e_speedup__group_median_mean,e2e_summary.csv__e2e_speedup__run_std_mean,eagle_l0.csv__n_groups,eagle_l0.csv__wall_ms__mean,eagle_l0.csv__wall_ms__median,eagle_l0.csv__wall_ms__std,eagle_l0.csv__wall_ms__group_median_mean,eagle_l0.csv__wall_ms__run_std_mean,eagle_l0.csv__tok_per_sec__mean,eagle_l0.csv__tok_per_sec__median,eagle_l0.csv__tok_per_sec__std,eagle_l0.csv__tok_per_sec__group_median_mean,eagle_l0.csv__tok_per_sec__run_std_mean,eagle_l0.csv__mean_accepted_per_step__mean,eagle_l0.csv__mean_accepted_per_step__median,eagle_l0.csv__mean_accepted_per_step__std,eagle_l0.csv__mean_accepted_per_step__group_median_mean,eagle_l0.csv__mean_accepted_per_step__run_std_mean,eagle_l0.csv__acceptance_rate__mean,eagle_l0.csv__acceptance_rate__median,eagle_l0.csv__acceptance_rate__std,eagle_l0.csv__acceptance_rate__group_median_mean,eagle_l0.csv__acceptance_rate__run_std_mean,eagle_l0.csv__mean_verify_ms__mean,eagle_l0.csv__mean_verify_ms__median,eagle_l0.csv__mean_verify_ms__std,eagle_l0.csv__mean_verify_ms__group_median_mean,eagle_l0.csv__mean_verify_ms__run_std_mean,eagle_l0.csv__verify_fraction__mean,eagle_l0.csv__verify_fraction__median,eagle_l0.csv__verify_fraction__std,eagle_l0.csv__verify_fraction__group_median_mean,eagle_l0.csv__verify_fraction__run_std_mean,n_run_csvs,n_sections
9,0.9892125,0.99,0.01964830407884106,0.989,0.0005357626962253664,160,5223.868124999999,4932.866666666667,2243.144699052059,5223.791875,4.84679228822669,48.809375,48.866666666666674,14.065385979970424,48.809375,0.03874434520155723,5.5068,5.293,1.1583471188718615,5.5068,0.0,0.05372000000000001,0.0435,0.04207738124668188,0.05372000000000001,0.0,74.62357916666667,62.469166666666666,21.500553999183847,74.62705,0.09019757904236342,0.63093875,0.6363,0.09127808233245649,0.630949375,0.0002362956998702976,12,2
