amdahl.csv__n_groups,amdahl.csv__wall_ms__mean,amdahl.csv__wall_ms__median,amdahl.csv__wall_ms__std,amdahl.csv__wall_ms__group_median_mean,amdahl.csv__wall_ms__run_std_mean,amdahl.csv__tok_per_sec__mean,amdahl.csv__tok_per_sec__median,amdahl.csv__tok_per_sec__std,amdahl.csv__tok_per_sec__group_median_mean,amdahl.csv__tok_per_sec__run_std_mean,amdahl.csv__mean_accepted_per_step__mean,amdahl.csv__mean_accepted_per_step__median,amdahl.csv__mean_accepted_per_step__std,amdahl.csv__mean_accepted_per_step__group_median_mean,amdahl.csv__mean_accepted_per_step__run_std_mean,amdahl.csv__acceptance_rate__mean,amdahl.csv__acceptance_rate__median,amdahl.csv__acceptance_rate__std,amdahl.csv__acceptance_rate__group_median_mean,amdahl.csv__acceptance_rate__run_std_mean,amdahl.csv__mean_verify_ms__mean,amdahl.csv__mean_verify_ms__median,amdahl.csv__mean_verify_ms__std,amdahl.csv__mean_verify_ms__group_median_mean,amdahl.csv__mean_verify_ms__run_std_mean,amdahl.csv__verify_fraction__mean,amdahl.csv__verify_fraction__median,amdahl.csv__verify_fraction__std,amdahl.csv__verify_fraction__group_median_mean,amdahl.csv__verify_fraction__run_std_mean,e2e_summary.csv__n_groups,e2e_summary.csv__e2e_speedup__mean,e2e_summary.csv__e2e_speedup__median,e2e_summary.csv__e2e_speedup__std,e2e_summary.csv__e2e_speedup__group_median_mean,e2e_summary.csv__e2e_speedup__run_std_mean,n_run_csvs,n_sections
60,4589.1449999999995,4665.299999999999,1842.857372607808,4589.056666666666,1.6396054949943204,54.19833333333334,53.46666666666667,13.413819819383763,54.19833333333334,0.022146623164773057,5.143933333333335,5.0,0.9691015210967786,5.143933333333335,0.0,0.07944666666666667,0.04900000000000001,0.053467891415590524,0.07944666666666667,0.0,61.03382777777777,62.516999999999996,5.72031269195609,61.03424999999999,0.026832833086600914,0.6436472222222223,0.7254666666666667,0.12282640764102296,0.6436516666666667,9.761502374906785e-05,4,0.9961888888888888,0.9924333333333334,0.017242851444176057,0.9958333333333332,0.0005508242981272678,12,2
