label,tree_size,vanilla_tok_s,ragged_tok_s,speedup,v_acc_per_step,r_acc_per_step
4,4,48.064522580132795,50.12238555793167,1.0428145931204877,2.2928383952006,2.4546184738955823
8,8,57.06620970812121,54.72975853884425,0.9590571867094855,2.779491833030853,2.7387992831541217
16,16,67.0678642030996,59.556091033245266,0.887997429780876,3.369577155409116,3.0755961440892947
32,32,60.664610605115804,59.40928051146298,0.9793070444014856,3.2377695949500263,3.2663072776280324
64,64,62.54629029824815,62.418006779933044,0.997948982782138,3.5668016194331984,3.663295657346817
128,128,59.24627372120338,60.961192925128394,1.0289456044441707,3.8836477987421385,4.087533156498674
256,256,51.11362573063433,50.86710639377266,0.9951770328686754,4.5316363636363635,4.5429424943988055
512,512,26.07819047852447,29.693984592107316,1.13865203249284,4.282548476454294,4.6114413075780085
1024,1024,11.642391685482847,15.71580067241624,1.3498773359440066,4.731150038080731,4.7052877138413685
