context_length,depth,total_token,top_k,label,vanilla_tok_s,vanilla_acc,vanilla_verify,ragged_tok_s,ragged_acc,ragged_verify,e2e_speedup
2048,20,343,20,b=20 d=20 tt=343,29.3,3.943,0.549,33.2,3.943,0.4875,1.1331
4096,20,343,20,b=20 d=20 tt=343,9.4,1.49,0.6118,12.1,1.497,0.493,1.2872
6144,20,343,20,b=20 d=20 tt=343,6.8,1.293,0.651,9.8,1.291,0.4994,1.4412
8192,20,343,20,b=20 d=20 tt=343,5.5,1.278,0.6727,8.7,1.28,0.4968,1.5818
10240,20,343,20,b=20 d=20 tt=343,4.6,1.197,0.6845,7.3,1.196,0.4946,1.587
