context_length,depth,total_token,top_k,label,vanilla_tok_s,vanilla_acc,vanilla_verify,ragged_tok_s,ragged_acc,ragged_verify,e2e_speedup
4096,12,123,12,b=12 d=12 tt=123,16.0,1.45,0.5505,15.0,1.45,0.581,0.9375
4096,18,185,12,b=12 d=18 tt=185,12.4,1.458,0.5269,13.2,1.458,0.5025,1.0645
4096,12,185,18,b=18 d=12 tt=185,14.4,1.502,0.6024,15.0,1.498,0.5807,1.0417
4096,18,278,18,b=18 d=18 tt=278,10.4,1.507,0.6066,13.0,1.506,0.5117,1.25
