micro_benchmark_pruned.csv__n_groups,micro_benchmark_pruned.csv__speedup_vs_tree__mean,micro_benchmark_pruned.csv__speedup_vs_tree__median,micro_benchmark_pruned.csv__speedup_vs_tree__std,micro_benchmark_pruned.csv__speedup_vs_tree__group_median_mean,micro_benchmark_pruned.csv__speedup_vs_tree__run_std_mean,micro_benchmark_pruned.csv__speedup_vs_cascade__mean,micro_benchmark_pruned.csv__speedup_vs_cascade__median,micro_benchmark_pruned.csv__speedup_vs_cascade__std,micro_benchmark_pruned.csv__speedup_vs_cascade__group_median_mean,micro_benchmark_pruned.csv__speedup_vs_cascade__run_std_mean,micro_benchmark_pruned.csv__ragged_ms__mean,micro_benchmark_pruned.csv__ragged_ms__median,micro_benchmark_pruned.csv__ragged_ms__std,micro_benchmark_pruned.csv__ragged_ms__group_median_mean,micro_benchmark_pruned.csv__ragged_ms__run_std_mean,micro_benchmark_pruned.csv__flashinfer_tree_ms__mean,micro_benchmark_pruned.csv__flashinfer_tree_ms__median,micro_benchmark_pruned.csv__flashinfer_tree_ms__std,micro_benchmark_pruned.csv__flashinfer_tree_ms__group_median_mean,micro_benchmark_pruned.csv__flashinfer_tree_ms__run_std_mean,micro_benchmark_pruned.csv__flashinfer_cascade_ms__mean,micro_benchmark_pruned.csv__flashinfer_cascade_ms__median,micro_benchmark_pruned.csv__flashinfer_cascade_ms__std,micro_benchmark_pruned.csv__flashinfer_cascade_ms__group_median_mean,micro_benchmark_pruned.csv__flashinfer_cascade_ms__run_std_mean,n_run_csvs,n_sections
1470,2.456537250762374,2.2672000000000003,1.0234790092376382,2.4559382828993663,0.019989286252779674,0.9843571389571389,0.9900333333333333,0.06542770809497932,0.9845882882882883,0.007115164323519305,2.896007912687585,0.8626833333333334,5.499452647938659,2.8957372442019094,0.013529888377252513,6.232790874970678,2.1581333333333332,10.94858120649854,6.232278325123153,0.011955431475898113,3.4537104013104014,1.4220666666666666,5.882717954402944,3.4546458640458644,0.016779068949477064,6,1
