micro_benchmark.csv__n_groups,micro_benchmark.csv__speedup_vs_tree__mean,micro_benchmark.csv__speedup_vs_tree__median,micro_benchmark.csv__speedup_vs_tree__std,micro_benchmark.csv__speedup_vs_tree__group_median_mean,micro_benchmark.csv__speedup_vs_tree__run_std_mean,micro_benchmark.csv__speedup_vs_cascade__mean,micro_benchmark.csv__speedup_vs_cascade__median,micro_benchmark.csv__speedup_vs_cascade__std,micro_benchmark.csv__speedup_vs_cascade__group_median_mean,micro_benchmark.csv__speedup_vs_cascade__run_std_mean,micro_benchmark.csv__speedup_vs_deft__mean,micro_benchmark.csv__speedup_vs_deft__median,micro_benchmark.csv__speedup_vs_deft__std,micro_benchmark.csv__speedup_vs_deft__group_median_mean,micro_benchmark.csv__speedup_vs_deft__run_std_mean,micro_benchmark.csv__ragged_ms__mean,micro_benchmark.csv__ragged_ms__median,micro_benchmark.csv__ragged_ms__std,micro_benchmark.csv__ragged_ms__group_median_mean,micro_benchmark.csv__ragged_ms__run_std_mean,micro_benchmark.csv__flashinfer_tree_ms__mean,micro_benchmark.csv__flashinfer_tree_ms__median,micro_benchmark.csv__flashinfer_tree_ms__std,micro_benchmark.csv__flashinfer_tree_ms__group_median_mean,micro_benchmark.csv__flashinfer_tree_ms__run_std_mean,micro_benchmark.csv__flashinfer_cascade_ms__mean,micro_benchmark.csv__flashinfer_cascade_ms__median,micro_benchmark.csv__flashinfer_cascade_ms__std,micro_benchmark.csv__flashinfer_cascade_ms__group_median_mean,micro_benchmark.csv__flashinfer_cascade_ms__run_std_mean,micro_benchmark.csv__deft_ms__mean,micro_benchmark.csv__deft_ms__median,micro_benchmark.csv__deft_ms__std,micro_benchmark.csv__deft_ms__group_median_mean,micro_benchmark.csv__deft_ms__run_std_mean,n_run_csvs,n_sections
128,2.594241927083333,2.1036166666666665,1.292260692235595,2.602609375,0.06142744258304904,1.009371875,0.9997666666666668,0.051665089314973246,1.008359375,0.01254766390565522,10.157925520833333,9.33975,4.385367258261521,10.2491078125,0.3275352319104143,0.6456593749999999,0.2728,1.0698849307382448,0.6471046875,0.012835519460100238,1.3832721354166666,0.4864666666666666,2.16626871176273,1.3829867187499998,0.017973567407265103,1.2435005208333334,0.77335,1.360225159679889,1.2458500000000001,0.023271016517443274,0.556375,0.3005,0.6746931577970319,0.5598125,0.00780353440898934,6,1
