batch_size,prefix_length,branching_factor,depth,effective_depth,num_tree_nodes,num_heads,head_dim,flashinfer_tree_ms,flashinfer_cascade_ms,deft_ms,ragged_ms,ragged_sibling_ms,speedup_vs_tree,speedup_vs_cascade,speedup_vs_deft,speedup_sibling_vs_base,bw_gb_s,bw_util_pct
8,0,7,28,3,168,32,128,0.1686,,0.7259666666666668,0.09736666666666667,0.09999999999999999,1.7394333333333334,,7.487333333333333,0.9867,1135.1921666666667,394.1639333333333
8,0,14,7,2,84,32,128,0.047466666666666664,,0.2645,0.027433333333333334,0.026866666666666667,1.7275333333333334,,9.6269,1.0220666666666667,1602.8167,556.5335666666666
8,0,14,14,2,168,32,128,0.1682,,0.7157333333333332,0.09100000000000001,0.0832,1.8572,,7.909533333333333,1.0948666666666667,973.6712333333334,338.0803
8,0,14,21,3,252,32,128,0.2754666666666667,,1.1301333333333332,0.2048,0.20463333333333333,1.3451000000000002,,5.518166666666666,1.0007666666666666,806.4,280.0
8,0,14,28,3,336,32,128,0.4447666666666667,,1.4838333333333333,0.2801666666666667,0.2747,1.5876333333333335,,5.296733333333333,1.0197333333333334,786.0209333333333,272.9239666666667
8,0,21,7,2,126,32,128,0.06353333333333333,,0.42196666666666666,0.027966666666666667,0.027566666666666666,2.2699,,15.0784,1.0139,2360.4605333333334,819.6043333333333
8,0,21,14,2,252,32,128,0.2740333333333333,,1.1053333333333333,0.20473333333333335,0.20483333333333334,1.338566666666667,,5.3984,0.9995333333333333,645.2881333333333,224.05836666666664
8,0,21,21,2,378,32,128,0.5001000000000001,,1.6988333333333332,0.3071333333333333,0.3071333333333333,1.6283,,5.531033333333333,1.0000666666666667,645.2471,224.04416666666665
8,0,21,28,3,504,32,128,0.8390666666666666,,2.6776666666666666,0.41503333333333337,0.4105666666666667,2.0221666666666667,,6.4558333333333335,1.0108666666666666,795.9694666666668,276.37826666666666
8,0,28,7,2,168,32,128,0.1683,,0.7114333333333334,0.08816666666666666,0.09123333333333333,1.9402333333333335,,8.215866666666667,0.9671,1017.4239000000001,353.27220000000005
8,0,28,14,2,336,32,128,0.44470000000000004,,1.4768666666666668,0.2727333333333333,0.2728,1.6306666666666667,,5.415433333333333,0.9996666666666666,645.9534666666667,224.2894
8,0,28,21,2,504,32,128,0.8390333333333334,,2.673133333333334,0.4096666666666667,0.4085666666666667,2.048033333333333,,6.524633333333334,1.0027333333333333,645.0099,223.9618
8,0,28,28,2,672,32,128,1.5523,,3.2932666666666663,0.5530666666666666,0.5530666666666667,2.8074333333333334,,5.9563999999999995,1.0002,637.1171666666667,221.22123333333332
8,4096,7,7,2,42,32,128,1.8347,0.3879666666666666,,0.4034333333333333,,4.547499999999999,0.9615999999999999,,,54.57919999999999,18.951133333333335
8,4096,7,14,3,84,32,128,2.3572666666666664,0.7696999999999999,,0.8096333333333333,,2.9120333333333335,0.9506333333333333,,,68.00173333333333,23.6117
8,4096,7,21,3,126,32,128,2.6197666666666666,1.1672,,1.2347333333333335,,2.1214999999999997,0.9453333333333332,,,66.88446666666667,23.223766666666666
8,4096,7,28,3,168,32,128,4.1093,1.6206333333333334,,1.6547,,2.4831,0.9794333333333333,,,66.54166666666667,23.104733333333332
8,4096,14,7,2,84,32,128,2.3458,0.777,,0.7963999999999999,,2.9462666666666664,0.9755666666666668,,,55.3108,19.205133333333333
8,4096,14,14,2,168,32,128,4.121666666666667,1.619233333333333,,1.6448666666666665,,2.5055,0.9843999999999999,,,53.5512,18.594166666666666
8,4096,14,21,3,252,32,128,4.874233333333334,2.3369,,2.5475,,1.9134,0.9172666666666666,,,64.8319,22.5111
8,4096,14,28,3,336,32,128,6.486,3.0325,,3.203666666666667,,2.0264,0.9474,,,68.80756666666666,23.891499999999997
8,4096,21,7,2,126,32,128,2.5885,1.1726333333333334,,1.2325333333333335,,2.1001,0.9513666666666666,,,53.599266666666665,18.610866666666666
8,4096,21,14,2,252,32,128,4.7211,2.4216333333333337,,2.4481333333333333,,1.9301000000000001,0.9895333333333333,,,54.03176666666667,18.761033333333334
8,4096,21,21,2,378,32,128,6.840133333333333,3.515,,3.6313333333333335,,1.8842333333333334,0.9685,,,54.6236,18.966533333333334
8,4096,21,28,3,504,32,128,9.578633333333334,5.1737,,4.9425,,1.9398,1.0477333333333334,,,66.89726666666667,23.2282
8,4096,28,7,2,168,32,128,4.233733333333333,1.6269,,1.6535333333333335,,2.5603333333333333,0.9838666666666667,,,53.268633333333334,18.496066666666668
8,4096,28,14,2,336,32,128,6.417366666666666,3.1895666666666664,,3.212266666666667,,1.9994666666666667,0.9930333333333333,,,54.9027,19.063466666666667
8,4096,28,21,2,504,32,128,9.6141,5.1782,,4.863966666666667,,1.9771999999999998,1.0647,,,54.34973333333334,18.871433333333332
8,4096,28,28,2,672,32,128,13.420266666666668,7.305133333333333,,6.454233333333334,,2.0799,1.1325333333333332,,,54.615833333333335,18.963800000000003
