e2e_benchmark.csv__n_groups,e2e_benchmark.csv__wall_ms__mean,e2e_benchmark.csv__wall_ms__median,e2e_benchmark.csv__wall_ms__std,e2e_benchmark.csv__wall_ms__group_median_mean,e2e_benchmark.csv__wall_ms__run_std_mean,e2e_benchmark.csv__tok_per_sec__mean,e2e_benchmark.csv__tok_per_sec__median,e2e_benchmark.csv__tok_per_sec__std,e2e_benchmark.csv__tok_per_sec__group_median_mean,e2e_benchmark.csv__tok_per_sec__run_std_mean,e2e_benchmark.csv__mean_accepted_per_step__mean,e2e_benchmark.csv__mean_accepted_per_step__median,e2e_benchmark.csv__mean_accepted_per_step__std,e2e_benchmark.csv__mean_accepted_per_step__group_median_mean,e2e_benchmark.csv__mean_accepted_per_step__run_std_mean,e2e_benchmark.csv__acceptance_rate__mean,e2e_benchmark.csv__acceptance_rate__median,e2e_benchmark.csv__acceptance_rate__std,e2e_benchmark.csv__acceptance_rate__group_median_mean,e2e_benchmark.csv__acceptance_rate__run_std_mean,e2e_benchmark.csv__mean_verify_ms__mean,e2e_benchmark.csv__mean_verify_ms__median,e2e_benchmark.csv__mean_verify_ms__std,e2e_benchmark.csv__mean_verify_ms__group_median_mean,e2e_benchmark.csv__mean_verify_ms__run_std_mean,e2e_benchmark.csv__verify_fraction__mean,e2e_benchmark.csv__verify_fraction__median,e2e_benchmark.csv__verify_fraction__std,e2e_benchmark.csv__verify_fraction__group_median_mean,e2e_benchmark.csv__verify_fraction__run_std_mean,e2e_summary.csv__n_groups,e2e_summary.csv__e2e_speedup__mean,e2e_summary.csv__e2e_speedup__median,e2e_summary.csv__e2e_speedup__std,e2e_summary.csv__e2e_speedup__group_median_mean,e2e_summary.csv__e2e_speedup__run_std_mean,n_run_csvs,n_sections
50,24898.765333333333,25082.949999999997,14750.60069023204,25226.856,776.1947224364393,12.828666666666669,8.933333333333334,9.76679322431991,12.709999999999997,0.3810302758303001,1.84076,1.3285,1.0721804135422703,1.84076,0.0,0.005374,0.0038999999999999994,0.003125001877550456,0.005374,0.0,95.19044666666665,75.99133333333333,39.864643860622735,96.74006000000001,3.187648153327305,0.5621173333333334,0.5210833333333333,0.08462790511296805,0.562358,0.0030550455735015376,5,1.4123133333333333,1.4465666666666668,0.1999047517638782,1.41612,0.014300001107618615,6,2
