e2e_benchmark.csv__n_groups,e2e_benchmark.csv__wall_ms__mean,e2e_benchmark.csv__wall_ms__median,e2e_benchmark.csv__wall_ms__std,e2e_benchmark.csv__wall_ms__group_median_mean,e2e_benchmark.csv__wall_ms__run_std_mean,e2e_benchmark.csv__tok_per_sec__mean,e2e_benchmark.csv__tok_per_sec__median,e2e_benchmark.csv__tok_per_sec__std,e2e_benchmark.csv__tok_per_sec__group_median_mean,e2e_benchmark.csv__tok_per_sec__run_std_mean,e2e_benchmark.csv__mean_accepted_per_step__mean,e2e_benchmark.csv__mean_accepted_per_step__median,e2e_benchmark.csv__mean_accepted_per_step__std,e2e_benchmark.csv__mean_accepted_per_step__group_median_mean,e2e_benchmark.csv__mean_accepted_per_step__run_std_mean,e2e_benchmark.csv__acceptance_rate__mean,e2e_benchmark.csv__acceptance_rate__median,e2e_benchmark.csv__acceptance_rate__std,e2e_benchmark.csv__acceptance_rate__group_median_mean,e2e_benchmark.csv__acceptance_rate__run_std_mean,e2e_benchmark.csv__mean_verify_ms__mean,e2e_benchmark.csv__mean_verify_ms__median,e2e_benchmark.csv__mean_verify_ms__std,e2e_benchmark.csv__mean_verify_ms__group_median_mean,e2e_benchmark.csv__mean_verify_ms__run_std_mean,e2e_benchmark.csv__verify_fraction__mean,e2e_benchmark.csv__verify_fraction__median,e2e_benchmark.csv__verify_fraction__std,e2e_benchmark.csv__verify_fraction__group_median_mean,e2e_benchmark.csv__verify_fraction__run_std_mean,e2e_summary.csv__n_groups,e2e_summary.csv__e2e_speedup__mean,e2e_summary.csv__e2e_speedup__median,e2e_summary.csv__e2e_speedup__std,e2e_summary.csv__e2e_speedup__group_median_mean,e2e_summary.csv__e2e_speedup__run_std_mean,n_run_csvs,n_sections
160,18509.46520833333,18796.466666666667,6688.608339330241,18494.94625,110.71561322604995,12.503125,12.533333333333335,2.4689427905067483,12.508125,0.08031778087424671,1.4801,1.477,0.06892537209358393,1.4801,0.0,0.006060625,0.0057,0.0022407067863769513,0.006060625,0.0,69.98162083333332,63.8725,19.963338267728084,69.950875,0.27739748546848586,0.563523125,0.5669500000000001,0.06021181062151431,0.563650625,0.0016014163293747406,16,1.20840625,1.2100666666666666,0.12574454245943767,1.20879375,0.006246164615142404,6,2
