label,tree_size,vanilla_tok_s,ragged_tok_s,speedup,v_acc_per_step,r_acc_per_step
4,4,48.56504445668501,47.532041776111846,0.9787295020084972,2.313421550094518,2.3264683447749808
8,8,54.595450156450134,55.36644601838525,1.014121980123357,2.657986111111111,2.7699954812471757
16,16,61.47903347950694,57.991272143461714,0.943269092914289,3.0870005058168943,2.993643031784841
32,32,66.56867130481633,63.99436770374101,0.9613286017188529,3.556072051133062,3.521713954834974
64,64,65.84829865986687,63.46261911621233,0.9637700655566283,3.7551766138855056,3.725015142337977
128,128,58.22047104371723,57.59790376254347,0.9893067288873997,3.819836785938481,3.860126582278481
256,256,47.266766612653875,49.45280430065585,1.046248936507892,4.188385269121813,4.421015010721944
512,512,27.71487850898558,29.764674648210306,1.0739601343935226,4.575528700906345,4.648260211800302
1024,1024,11.378473367954607,16.726561470896524,1.4700180709658144,4.635958395245171,5.0327455919395465
